Solute,Solvent,Temperature_K,Solubility,Units,MW,LogP,TPSA,HBD,HBA
ClC=C(Cl)Cl,water,298,-2.0772,mol/L,131.389,2.5017000000000005,0.0,0.0,0.0
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,water,298,-4.9111,mol/L,260.762,4.7574,0.0,0.0,0.0
BrCC=C,water,298,-1.4995,mol/L,120.97699999999999,1.5673,0.0,0.0,0.0
ClC(Cl)=C(Cl)Cl,water,298,-2.9186,mol/L,165.834,3.0682,0.0,0.0,0.0
Cl\C=C/Cl,water,298,-1.4424,mol/L,96.94400000000002,1.9352,0.0,0.0,0.0
Cl\C=C\Cl,water,298,-1.1872,mol/L,96.94400000000002,1.9352,0.0,0.0,0.0
Cl\C=C\Cl,water,298,-1.4424,mol/L,96.94400000000002,1.9352,0.0,0.0,0.0
BrCCC=C,water,298,-2.2473,mol/L,135.004,1.9574,0.0,0.0,0.0
Br\C=C/Br,water,298,-1.3193,mol/L,185.84599999999998,2.2474,0.0,0.0,0.0
[O-][N+](=O)c1cccc2ccccc12,water,298,-4.2756,mol/L,173.171,2.748000000000001,43.14,0.0,2.0
Cc1cccc2ccccc12,water,298,-3.7413,mol/L,142.201,3.148220000000002,0.0,0.0,0.0
Clc1cccc2ccccc12,water,298,-3.9706,mol/L,162.61899999999997,3.4932000000000016,0.0,0.0,0.0
Oc1cccc2ccccc12,water,298,-2.2214,mol/L,144.17299999999997,2.5454000000000008,20.23,1.0,1.0
c1ccc2ccccc2c1,water,298,-3.6165,mol/L,128.17399999999995,2.839800000000001,0.0,0.0,0.0
Cc1ccc2ccccc2c1,water,298,-3.762,mol/L,142.201,3.148220000000001,0.0,0.0,0.0
Clc1ccc2ccccc2c1,water,298,-4.143,mol/L,162.61899999999997,3.4932000000000016,0.0,0.0,0.0
Nc1cccc2ccccc12,water,298,-1.9255,mol/L,143.189,2.4220000000000006,26.02,1.0,1.0
Oc1ccc2ccccc2c1,water,298,-2.2809,mol/L,144.17299999999997,2.5454,20.23,1.0,1.0
S=C=Nc1cccc2ccccc12,water,298,-4.6022,mol/L,185.251,3.5741000000000014,12.36,0.0,2.0
Cc1ccc(C)c2ccccc12,water,298,-4.1369,mol/L,156.228,3.456640000000002,0.0,0.0,0.0
Cc1cccc2c(C)cccc12,water,298,-4.756,mol/L,156.228,3.456640000000002,0.0,0.0,0.0
Cc1cc(C)c2ccccc2c1,water,298,-4.2907,mol/L,156.22799999999998,3.456640000000002,0.0,0.0,0.0
Cc1cc2ccccc2cc1C,water,298,-4.8949,mol/L,156.22799999999998,3.456640000000002,0.0,0.0,0.0
Cc1ccc2cc(C)ccc2c1,water,298,-4.8927,mol/L,156.228,3.456640000000002,0.0,0.0,0.0
[O-][N+](=O)c1ccc2ccccc2c1,water,298,-4.2728,mol/L,173.171,2.748000000000001,43.14,0.0,2.0
Cc1ccc2cc(C)c(C)cc2c1,water,298,-5.0007,mol/L,170.255,3.7650600000000027,0.0,0.0,0.0
CCc1ccc2ccccc2c1,water,298,-4.2901,mol/L,156.22799999999998,3.4022000000000014,0.0,0.0,0.0
CCc1cccc2ccccc12,water,298,-4.1644,mol/L,156.22799999999998,3.4022000000000023,0.0,0.0,0.0
Cc1ccc(C)c2c(C)cccc12,water,298,-4.9089,mol/L,170.25500000000002,3.7650600000000027,0.0,0.0,0.0
OCc1cccc2ccccc12,water,298,-1.7444,mol/L,158.2,2.3321000000000005,20.23,1.0,1.0
o1c2ccccc2c3ccccc13,water,298,-4.7345,mol/L,168.195,3.586000000000002,13.14,0.0,1.0
O1c2ccccc2Oc3ccccc13,water,298,-5.3106,mol/L,184.19400000000002,3.584600000000001,18.46,0.0,2.0
Clc1cccc2Oc3ccccc3Oc12,water,298,-5.7196,mol/L,218.63899999999998,4.238000000000001,18.46,0.0,2.0
Clc1ccc2Oc3ccccc3Oc2c1,water,298,-5.8359,mol/L,218.63899999999998,4.238000000000001,18.46,0.0,2.0
Cc1ccccc1[N+]([O-])=O,water,298,-2.3243,mol/L,137.138,1.9032200000000001,43.14,0.0,2.0
COc1ccccc1[N+]([O-])=O,water,298,-1.9572,mol/L,153.13699999999997,1.6033999999999997,52.37,0.0,3.0
[O-][N+](=O)c1ccccc1,water,298,-1.7701,mol/L,123.11099999999996,1.5948,43.14,0.0,2.0
Cc1cccc(c1)[N+]([O-])=O,water,298,-2.4382,mol/L,137.138,1.90322,43.14,0.0,2.0
[O-][N+](=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,water,298,-2.8846,mol/L,213.10499999999996,1.4112,129.42000000000002,0.0,6.0
[O-][N+](=O)c1cccc(c1)[N+]([O-])=O,water,298,-2.4989,mol/L,168.10799999999995,1.503,86.28,0.0,4.0
Cc1ccc(cc1)[N+]([O-])=O,water,298,-2.4917,mol/L,137.138,1.90322,43.14,0.0,2.0
COc1ccc(cc1)[N+]([O-])=O,water,298,-2.4142,mol/L,153.13699999999997,1.6033999999999997,52.37,0.0,3.0
[O-][N+](=O)c1ccc(cc1)[N+]([O-])=O,water,298,-3.3867,mol/L,168.10799999999995,1.503,86.28,0.0,4.0
Cc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,water,298,-3.2423,mol/L,227.13199999999998,1.7196200000000006,129.42000000000002,0.0,6.0
Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,water,298,-2.829,mol/L,182.135,1.8114200000000005,86.28,0.0,4.0
[O-][N+](=O)c1ccccc1[N+]([O-])=O,water,298,-3.1017,mol/L,168.10799999999995,1.503,86.28,0.0,4.0
COc1cccc(c1)[N+]([O-])=O,water,298,-2.4861,mol/L,153.13699999999997,1.6033999999999997,52.37,0.0,3.0
Cc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,water,298,-3.0003,mol/L,182.135,1.8114200000000005,86.28,0.0,4.0
Cc1ccc(c(c1)[N+]([O-])=O)[N+]([O-])=O,water,298,-3.2604,mol/L,182.135,1.81142,86.28,0.0,4.0
CCOC(N)=O,water,298,0.7314,mol/L,89.09400000000001,0.10160000000000025,52.32,1.0,2.0
NC(=O)C=C,water,298,0.9544,mol/L,71.07900000000001,-0.34230000000000005,43.09,1.0,1.0
O=C1CCCCCN1,water,298,0.8339,mol/L,113.16000000000001,0.6766000000000001,29.1,1.0,1.0
CCCC(N)=O,water,298,0.2721,mol/L,87.122,0.27180000000000015,43.09,1.0,1.0
C[N+]([O-])=O,water,298,0.2597,mol/L,61.040000000000006,-0.10710000000000008,43.14,0.0,2.0
CC[N+]([O-])=O,water,298,-0.2034,mol/L,75.067,0.2829999999999999,43.14,0.0,2.0
CCC[N+]([O-])=O,water,298,-0.7737,mol/L,89.09399999999998,0.6731,43.14,0.0,2.0
OC(CO[N+]([O-])=O)CO[N+]([O-])=O,water,298,-0.366,mol/L,182.088,-1.2360999999999998,124.97,1.0,7.0
CCCC[N+]([O-])=O,water,298,-1.3506,mol/L,103.12099999999998,1.0632000000000001,43.14,0.0,2.0
CCCCC[N+]([O-])=O,water,298,-1.9548,mol/L,117.148,1.4533,43.14,0.0,2.0
[O-][N+](=O)OCCO[N+]([O-])=O,water,298,-1.3495,mol/L,152.062,-0.597,104.74000000000001,0.0,6.0
CCCC#C,water,298,-1.6374,mol/L,68.11899999999999,1.4197,0.0,0.0,0.0
CCOCC,water,298,-0.0889,mol/L,74.123,1.0428000000000002,9.23,0.0,1.0
CC(C)OC(C)C,water,298,-1.0649,mol/L,102.17699999999999,1.8197999999999999,9.23,0.0,1.0
CCCOCCC,water,298,-1.3192,mol/L,102.17699999999999,1.823,9.23,0.0,1.0
ClCCOCCCl,water,298,-0.9198,mol/L,143.013,1.4806,9.23,0.0,1.0
CCCCCCOCCO,water,298,-1.1694,mol/L,146.23,1.5756,29.46,1.0,2.0
CCCCOCCOCCCC,water,298,-1.9402,mol/L,174.28399999999996,2.6198000000000006,18.46,0.0,2.0
CCCCOCCOCCOCCCC,water,298,-1.862,mol/L,218.33699999999993,2.636400000000001,27.69,0.0,3.0
COC,water,298,0.8844,mol/L,46.069,0.26260000000000006,9.23,0.0,1.0
C1CCOCC1,water,298,-0.031,mol/L,86.134,1.1869,9.23,0.0,1.0
CCCCOCCCC,water,298,-2.6376,mol/L,130.231,2.603200000000001,9.23,0.0,1.0
CCOCCOCC,water,298,-0.1498,mol/L,118.176,1.0594000000000001,18.46,0.0,2.0
COC(C)(C)C,water,298,-0.2377,mol/L,88.14999999999999,1.4313,9.23,0.0,1.0
FC(F)OC(F)(F)C(F)Cl,water,298,-1.5162,mol/L,184.491,2.3528000000000002,9.23,0.0,1.0
FC(F)OC(Cl)C(F)(F)F,water,298,-1.6157,mol/L,184.49099999999996,2.3528000000000002,9.23,0.0,1.0
CCN(CC)N=O,water,298,0.0161,mol/L,102.137,1.0095999999999998,32.67,0.0,2.0
O=NN(c1ccccc1)c2ccccc2,water,298,-3.7531,mol/L,198.225,3.5061000000000018,32.67,0.0,2.0
Oc1ccc2ccccc2c1N=O,water,298,-2.2385,mol/L,173.17099999999996,2.9433000000000007,49.660000000000004,1.0,3.0
Oc1c(ccc2ccccc12)N=O,water,298,-2.5395,mol/L,173.17099999999996,2.9433000000000007,49.660000000000004,1.0,3.0
CC(C)N(N=O)C(C)C,water,298,-1.0006,mol/L,130.19099999999997,1.7866,32.67,0.0,2.0
CCCN(CCC)N=O,water,298,-1.0006,mol/L,130.191,1.7898,32.67,0.0,2.0
CCCCN(CCCC)N=O,water,298,-2.0955,mol/L,158.24499999999998,2.570000000000001,32.67,0.0,2.0
CCCCN(CC)N=O,water,298,-1.0354,mol/L,130.191,1.7898,32.67,0.0,2.0
CCCCN(C)N=O,water,298,-0.6996,mol/L,116.16399999999999,1.3997,32.67,0.0,2.0
CCN(C)N=O,water,298,0.5321,mol/L,88.11,0.6194999999999999,32.67,0.0,2.0
c1ccc(cc1)c2ccccc2,water,298,-4.3468,mol/L,154.21199999999996,3.353600000000002,0.0,0.0,0.0
Brc1ccc(cc1)c2ccccc2,water,298,-5.5526,mol/L,233.108,4.116100000000002,0.0,0.0,0.0
Cc1ccc(cc1)c2ccccc2,water,298,-4.6185,mol/L,168.239,3.662020000000002,0.0,0.0,0.0
Clc1cccc(c1)c2cccc(Cl)c2,water,298,-5.7983,mol/L,223.102,4.660400000000002,0.0,0.0,0.0
Clc1ccc(cc1)c2ccc(Cl)cc2,water,298,-6.5561,mol/L,223.102,4.660400000000002,0.0,0.0,0.0
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,water,298,-10.8268,mol/L,498.66200000000026,9.887599999999999,0.0,0.0,0.0
Clc1ccccc1c2ccccc2,water,298,-4.5917,mol/L,188.657,4.007000000000002,0.0,0.0,0.0
Clc1cccc(c1)c2ccccc2,water,298,-4.7158,mol/L,188.657,4.007000000000002,0.0,0.0,0.0
Clc1ccc(cc1)c2ccccc2,water,298,-5.1486,mol/L,188.657,4.007000000000002,0.0,0.0,0.0
Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl,water,298,-9.4659,mol/L,429.77200000000016,8.580799999999998,0.0,0.0,0.0
Clc1ccc(c(Cl)c1)c2ccc(Cl)cc2Cl,water,298,-6.7322,mol/L,291.99199999999996,5.967200000000002,0.0,0.0,0.0
Clc1ccc(cc1Cl)c2ccccc2,water,298,-6.3899,mol/L,223.102,4.660400000000002,0.0,0.0,0.0
Clc1ccc(cc1)c2ccc(Cl)cc2Cl,water,298,-5.9795,mol/L,257.547,5.313800000000001,0.0,0.0,0.0
Clc1ccccc1c2ccccc2Cl,water,298,-5.0813,mol/L,223.102,4.660400000000002,0.0,0.0,0.0
Clc1cc(Cl)c(cc1Cl)c2ccccc2,water,298,-6.1987,mol/L,257.547,5.313800000000002,0.0,0.0,0.0
Clc1cccc(Cl)c1c2c(Cl)cccc2Cl,water,298,-7.3898,mol/L,291.99199999999996,5.967200000000002,0.0,0.0,0.0
Clc1cccc(c2ccccc2)c1Cl,water,298,-5.3498,mol/L,223.102,4.660400000000003,0.0,0.0,0.0
Clc1ccc(cc1)c2cc(Cl)ccc2Cl,water,298,-6.2555,mol/L,257.547,5.313800000000001,0.0,0.0,0.0
Clc1c(Cl)c(Cl)c(c2ccccc2)c(Cl)c1Cl,water,298,-7.9107,mol/L,326.437,6.620600000000001,0.0,0.0,0.0
Clc1cccc(c1)c2ccccc2Cl,water,298,-5.5851,mol/L,223.102,4.660400000000002,0.0,0.0,0.0
Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)cc2Cl,water,298,-7.3867,mol/L,326.437,6.6206000000000005,0.0,0.0,0.0
Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2,water,298,-6.8995,mol/L,291.99199999999996,5.967200000000002,0.0,0.0,0.0
Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,water,298,-6.8526,mol/L,291.992,5.967200000000002,0.0,0.0,0.0
Clc1ccc(cc1)c2cc(Cl)c(Cl)cc2Cl,water,298,-7.7699,mol/L,291.99199999999996,5.967200000000001,0.0,0.0,0.0
Clc1ccc(cc1)c2ccc(Cl)c(Cl)c2Cl,water,298,-6.8754,mol/L,291.99199999999996,5.967200000000001,0.0,0.0,0.0
Clc1cccc(Cl)c1c2ccccc2,water,298,-4.9665,mol/L,223.102,4.660400000000003,0.0,0.0,0.0
Clc1ccc(c(Cl)c1)c2ccccc2,water,298,-5.2878,mol/L,223.102,4.660400000000003,0.0,0.0,0.0
Clc1cc(c2ccccc2)c(Cl)c(Cl)c1Cl,water,298,-7.3192,mol/L,291.99199999999996,5.967200000000002,0.0,0.0,0.0
Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl,water,298,-8.9467,mol/L,360.88200000000006,7.274000000000001,0.0,0.0,0.0
Clc1ccc(Cl)c(c1)c2ccccc2,water,298,-5.2993,mol/L,223.10200000000003,4.660400000000003,0.0,0.0,0.0
Clc1ccc(cc1)c2ccccc2Cl,water,298,-5.2803,mol/L,223.102,4.660400000000002,0.0,0.0,0.0
Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl,water,298,-8.5796,mol/L,360.88200000000006,7.274000000000001,0.0,0.0,0.0
Clc1ccc(c(Cl)c1Cl)c2cc(Cl)c(Cl)cc2Cl,water,298,-8.3813,mol/L,360.88200000000006,7.274000000000001,0.0,0.0,0.0
Clc1cc(Cl)c(c(Cl)c1)c2ccccc2,water,298,-6.0095,mol/L,257.547,5.313800000000002,0.0,0.0,0.0
Clc1ccc(Cl)c(c1)c2cc(Cl)ccc2Cl,water,298,-7.2807,mol/L,291.9920000000001,5.967200000000002,0.0,0.0,0.0
Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,water,298,-8.5199,mol/L,360.88200000000006,7.274000000000001,0.0,0.0,0.0
Brc1ccc(c(Br)c1Br)c2ccc(Br)c(Br)c2Br,water,298,-7.7563,mol/L,627.588,7.928600000000003,0.0,0.0,0.0
Clc1ccc(Cl)c(c1)c2ccccc2Cl,water,298,-5.8088,mol/L,257.547,5.313800000000002,0.0,0.0,0.0
Clc1ccc(c(Cl)c1)c2ccccc2Cl,water,298,-6.4902,mol/L,257.547,5.313800000000002,0.0,0.0,0.0
Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)cc2Cl,water,298,-7.3263,mol/L,326.437,6.620600000000001,0.0,0.0,0.0
Clc1ccc(Cl)c(c1)c2c(Cl)ccc(Cl)c2Cl,water,298,-7.1895,mol/L,326.437,6.620600000000001,0.0,0.0,0.0
Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)cc2Cl,water,298,-7.9503,mol/L,326.437,6.620600000000001,0.0,0.0,0.0
Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2Cl,water,298,-7.0455,mol/L,326.437,6.620600000000001,0.0,0.0,0.0
Clc1ccc(cc1Cl)c2c(Cl)ccc(Cl)c2Cl,water,298,-7.6499,mol/L,326.437,6.6206000000000005,0.0,0.0,0.0
Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl,water,298,-9.0133,mol/L,360.88200000000006,7.274000000000001,0.0,0.0,0.0
Clc1ccc(Cl)c(c1Cl)c2c(Cl)ccc(Cl)c2Cl,water,298,-7.9032,mol/L,360.88200000000006,7.274000000000001,0.0,0.0,0.0
Clc1ccccc1c2c(Cl)cccc2Cl,water,298,-5.9003,mol/L,257.547,5.313800000000001,0.0,0.0,0.0
Clc1ccc(cc1)c2c(Cl)cccc2Cl,water,298,-6.2095,mol/L,257.547,5.313800000000001,0.0,0.0,0.0
Clc1cccc(c1Cl)c2ccccc2Cl,water,298,-5.944,mol/L,257.547,5.313800000000002,0.0,0.0,0.0
Clc1cccc(c1)c2cc(Cl)ccc2Cl,water,298,-6.0077,mol/L,257.547,5.313800000000001,0.0,0.0,0.0
Clc1ccc(cc1)c2cccc(Cl)c2Cl,water,298,-6.2586,mol/L,257.547,5.313800000000001,0.0,0.0,0.0
Clc1ccc(cc1Cl)c2ccccc2Cl,water,298,-6.287,mol/L,257.547,5.313800000000001,0.0,0.0,0.0
Clc1ccc(cc1)c2ccc(Cl)c(Cl)c2,water,298,-6.5541,mol/L,257.54699999999997,5.313800000000001,0.0,0.0,0.0
Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,water,298,-7.2722,mol/L,291.99199999999996,5.967200000000002,0.0,0.0,0.0
Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl,water,298,-6.4654,mol/L,291.9920000000001,5.967200000000002,0.0,0.0,0.0
Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl,water,298,-6.5727,mol/L,291.99199999999996,5.967200000000002,0.0,0.0,0.0
Clc1cccc(c1Cl)c2cc(Cl)c(Cl)cc2Cl,water,298,-7.0605,mol/L,326.437,6.620600000000001,0.0,0.0,0.0
Clc1ccc(c(Cl)c1Cl)c2ccccc2Cl,water,298,-6.8299,mol/L,291.99199999999996,5.967200000000002,0.0,0.0,0.0
Clc1ccc(Cl)c(c1)c2cc(Cl)cc(Cl)c2Cl,water,298,-7.8201,mol/L,326.437,6.620600000000001,0.0,0.0,0.0
Clc1cc(Cl)c(Cl)c(c1)c2c(Cl)ccc(Cl)c2Cl,water,298,-7.8218,mol/L,360.88200000000006,7.274000000000001,0.0,0.0,0.0
Clc1cccc(c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,water,298,-8.4206,mol/L,360.88200000000006,7.274000000000001,0.0,0.0,0.0
NC(=O)c1ccccc1,water,298,-0.953,mol/L,121.13899999999995,0.7855000000000001,43.09,1.0,1.0
CC1=CC(=O)c2ccccc2C1=O,water,298,-3.0319,mol/L,172.18299999999996,2.0119000000000002,34.14,0.0,2.0
CCCCNC(=O)N[S](=O)(=O)c1ccc(C)cc1,water,298,-3.3945,mol/L,270.354,1.78302,75.27000000000001,2.0,3.0
c1ccc(cc1)c2ccc(cc2)c3ccccc3,water,298,-7.107,mol/L,230.31,5.0206000000000035,0.0,0.0,0.0
FC(F)(F)c1ccccc1,water,298,-3.0186,mol/L,146.111,2.705400000000001,0.0,0.0,0.0
ClCc1ccccc1,water,298,-2.3822,mol/L,126.58599999999996,2.4254000000000007,0.0,0.0,0.0
COc1ccccc1,water,298,-2.017,mol/L,108.13999999999997,1.6952,9.23,0.0,1.0
CSc1ccccc1,water,298,-2.39,mol/L,124.20799999999996,2.4085,0.0,0.0,1.0
O(c1ccccc1)c2ccccc2,water,298,-3.9757,mol/L,170.211,3.478900000000002,9.23,0.0,1.0
O=CNc1ccccc1,water,298,-0.6785,mol/L,121.13899999999995,1.2549,29.1,1.0,1.0
S=C=Nc1ccccc1,water,298,-3.1772,mol/L,135.19099999999997,2.4209000000000005,12.36,0.0,2.0
CCOc1ccccc1,water,298,-2.3319,mol/L,122.16699999999996,2.0853,9.23,0.0,1.0
CC(=O)Nc1ccccc1,water,298,-1.2901,mol/L,135.16599999999997,1.6449999999999998,29.1,1.0,1.0
CC(=O)Nc1ccccc1Cl,water,298,-1.4001,mol/L,169.61099999999996,2.2984,29.1,1.0,1.0
CC(=O)Nc1cccc(C)c1,water,298,-2.091,mol/L,149.19299999999998,1.9534199999999997,29.1,1.0,1.0
CC(=O)Nc1ccccc1[N+]([O-])=O,water,298,-1.9093,mol/L,180.16299999999995,1.5531999999999997,72.24000000000001,1.0,3.0
S=C=NCc1ccccc1,water,298,-3.1364,mol/L,149.218,2.2894000000000005,12.36,0.0,2.0
Oc1ccc2CCCCc2c1,water,298,-1.9948,mol/L,148.205,2.271,20.23,1.0,1.0
NC(=O)c1c(Cl)cccc1Cl,water,298,-1.8427,mol/L,190.029,2.0923,43.09,1.0,1.0
Cc1cccc(Oc2ccc(cc2)[N+]([O-])=O)c1,water,298,-4.6613,mol/L,229.235,3.695520000000003,52.37,0.0,3.0
CCNCNC(=O)c1ccccc1,water,298,-0.0749,mol/L,178.23499999999999,0.9833999999999996,41.129999999999995,2.0,2.0
CNCC(C)c1ccccc1,water,298,-1.0947,mol/L,149.237,2.0095,12.03,1.0,1.0
O=NN1CCCCC1,water,298,-0.1738,mol/L,114.14800000000001,1.1537,32.67,0.0,2.0
c1ccc(cc1)N=Nc2ccccc2,water,298,-4.4544,mol/L,182.22600000000003,4.102000000000002,24.72,0.0,2.0
COC(=O)[C@H]1[C@H](CC2CCC1N2C)OC(=O)c3ccccc3,water,298,-2.2267,mol/L,303.358,1.8676999999999995,55.839999999999996,0.0,5.0
CN(C)CCCN1c2ccccc2CCc3ccccc13,water,298,-4.187,mol/L,280.415,3.8750000000000027,6.48,0.0,2.0
CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13,water,298,-5.0971,mol/L,318.8730000000001,4.894400000000004,6.48,0.0,3.0
CN1C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3,water,298,-2.119,mol/L,289.375,1.9309,49.769999999999996,1.0,4.0
CCN(CC)CCOC(=O)c1ccc(N)cc1,water,298,-1.3979,mol/L,236.315,1.7673999999999999,55.56,1.0,4.0
CCN(CC)CC(=O)Nc1c(C)cccc1C,water,298,-1.7571,mol/L,234.343,2.5837400000000006,32.34,1.0,2.0
CCO[P](=O)(OCC)OCC,water,298,0.4385,mol/L,182.15599999999998,2.2039999999999997,44.760000000000005,0.0,4.0
O=[P](Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,water,298,-5.2349,mol/L,326.288,5.331500000000003,44.760000000000005,0.0,4.0
CCCCO[P](=O)(OCCCC)OCCCC,water,298,-2.9782,mol/L,266.3179999999999,4.544600000000004,44.760000000000005,0.0,4.0
CO[P](=O)(OC)OC,water,298,0.5526,mol/L,140.075,1.0337,44.760000000000005,0.0,4.0
CC(C)O[P](C)(=O)OC(C)C,water,298,-0.0516,mol/L,180.184,2.659300000000001,35.53,0.0,3.0
NC(N)=O,water,298,0.9578,mol/L,60.056,-0.9762000000000002,69.11,2.0,1.0
NC(=O)NCc1ccccc1,water,298,-0.9462,mol/L,150.18099999999998,0.8548999999999998,55.120000000000005,2.0,1.0
Cc1ccc(cc1)[S](N)(=O)=O,water,298,-1.7344,mol/L,171.22099999999998,0.6424200000000001,60.160000000000004,1.0,2.0
Cc1ccccc1[S](N)(=O)=O,water,298,-2.024,mol/L,171.22099999999998,0.6424200000000001,60.160000000000004,1.0,2.0
N[S](=O)(=O)c1ccccc1,water,298,-1.563,mol/L,157.194,0.3340000000000002,60.160000000000004,1.0,2.0
Cc1cccc(c1)[S](N)(=O)=O,water,298,-1.3409,mol/L,171.22099999999998,0.6424200000000001,60.160000000000004,1.0,2.0
ClCCN(CCCl)[P]1(=O)NCCCO1,water,298,-0.8147,mol/L,261.089,1.884,41.57000000000001,1.0,2.0
Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,water,298,-7.8092,mol/L,354.491,6.495500000000002,0.0,0.0,0.0
CO[P](=S)(OC)Oc1ccc(SC)c(C)c1,water,298,-4.5695,mol/L,278.335,3.6130200000000023,27.69,0.0,5.0
CCO[P](=S)(OCC)Oc1ccc(cc1)[N+]([O-])=O,water,298,-4.0841,mol/L,291.26500000000004,3.2711000000000023,70.83000000000001,0.0,6.0
CNC(=O)CS[P](=S)(OC)OC,water,298,-0.9624,mol/L,229.26299999999998,0.9828999999999999,47.56,1.0,5.0
CNC(=O)Oc1cccc2ccccc12,water,298,-3.3867,mol/L,201.225,2.5580000000000007,38.33,1.0,2.0
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,water,298,-6.551,mol/L,320.04600000000005,5.929000000000003,0.0,0.0,0.0
Clc1ccc(cc1)C(=C(Cl)Cl)c2ccc(Cl)cc2,water,298,-6.9004,mol/L,318.03,6.187900000000002,0.0,0.0,0.0
CCCCS[P](=O)(SCCCC)SCCCC,water,298,-5.6343,mol/L,314.5220000000001,6.694400000000005,17.07,0.0,4.0
CC(Oc1ccc(Cl)cc1C)C(O)=O,water,298,-2.5393,mol/L,214.64799999999997,2.5003199999999994,46.53,1.0,2.0
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(O)=O,water,298,-3.5793,mol/L,269.511,3.4987000000000013,46.53,1.0,2.0
OC(=O)COc1cc(Cl)c(Cl)cc1Cl,water,298,-2.9633,mol/L,255.48399999999998,3.1102000000000007,46.53,1.0,2.0
OC(=O)COc1ccc(Cl)cc1Cl,water,298,-2.5139,mol/L,221.039,2.4568000000000003,46.53,1.0,2.0
OC(=O)CCCOc1ccc(Cl)cc1Cl,water,298,-3.6721,mol/L,249.09300000000002,3.237000000000002,46.53,1.0,2.0
CCO[P](=S)(OCC)Oc1ccc(Cl)cc1Cl,water,298,-6.1094,mol/L,315.158,4.669700000000003,27.69,0.0,4.0
CC(C)OC(=O)Nc1cccc(Cl)c1,water,298,-3.3804,mol/L,213.66400000000002,3.2969000000000017,38.33,1.0,2.0
CN(C)C(=O)Nc1ccccc1,water,298,-1.6101,mol/L,164.208,1.7801,32.34,1.0,1.0
CC(CCl)OC(C)CCl,water,298,-2.0027,mol/L,171.06699999999998,2.2576,9.23,0.0,1.0
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,water,298,-5.6657,mol/L,370.49,5.599500000000002,20.23,1.0,1.0
CCO[P](=S)(OCC)Oc1ccc(cc1)[S](C)=O,water,298,-2.188,mol/L,308.36100000000005,3.1003000000000016,44.760000000000005,0.0,5.0
CC(Oc1ccc(Cl)cc1Cl)C(O)=O,water,298,-2.8271,mol/L,235.06599999999997,2.845300000000001,46.53,1.0,2.0
CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC,water,298,-3.3637,mol/L,330.3640000000001,2.1218000000000004,71.06,0.0,8.0
CO[P](=S)(OC)Oc1ccc(c(C)c1)[N+]([O-])=O,water,298,-3.8631,mol/L,277.238,2.7993200000000007,70.83000000000001,0.0,6.0
CC(C)OC(=O)Nc1ccccc1,water,298,-3.0005,mol/L,179.21900000000002,2.6435000000000013,38.33,1.0,2.0
CN(C)C(=O)Nc1ccc(Cl)cc1,water,298,-2.9364,mol/L,198.653,2.4335000000000004,32.34,1.0,1.0
CO[P](=S)(OC)Oc1ccc(cc1)[N+]([O-])=O,water,298,-3.844,mol/L,263.211,2.490900000000001,70.83000000000001,0.0,6.0
CCO[P](=S)(OCC)SCSCC,water,298,-3.7166,mol/L,260.38599999999997,3.727700000000003,18.46,0.0,5.0
CCO[P](=S)(OCC)SCCSCC,water,298,-4.2262,mol/L,274.413,3.7702000000000027,18.46,0.0,5.0
